Id,Saleprice
2488,165870.86
2489,182906.9
2490,155243.36
2491,125697.85
2492,167435.38
2493,157829.52
2494,170749.3
2495,133061.52
2496,250432.9
2497,174813.17
2498,139777.73
2499,123592.46
2500,137595.06
2501,157908.56
2502,166455.11
2503,137790.98
2504,169921.16
2505,172695.0
2506,235749.56
2507,353397.8
2508,235749.56
2509,214744.77
2510,210904.56
2511,189071.11
2512,207764.73
2513,185533.38
2514,244500.56
2515,162171.92
2516,144728.67
2517,148101.62
2518,152202.94
2519,208788.66
2520,202420.3
2521,192964.66
2522,189632.17
2523,150125.17
2524,151639.64
2525,156627.11
2526,161767.83
2527,140495.4
2528,153482.72
2529,143232.0
2530,135146.48
2531,219503.56
2532,211035.34
2533,195480.16
2534,195486.31
2535,262584.88
2536,225545.62
2537,180150.89
2538,168560.56
2539,188578.06
2540,157631.56
2541,155862.86
2542,153799.66
2543,139333.48
2544,154473.64
2545,156897.86
2546,171258.94
2547,157364.8
2548,165839.84
2549,149395.78
2550,348023.4
2551,141522.94
2552,152449.9
2553,109629.02
2554,134327.97
2555,122443.21
2556,126138.44
2557,146789.69
2558,183330.39
2559,155371.78
2560,132058.39
2561,114975.4
2562,145122.58
2563,133698.8
2564,192613.86
2565,137763.66
2566,182461.6
2567,145182.1
2568,191696.5
2569,177603.69
2570,111565.26
2571,191881.4
2572,177080.9
2573,220119.45
2574,243204.53
2575,136789.89
2576,161172.81
2577,164301.2
2578,110862.81
2579,103887.664
2580,176938.61
2581,159942.66
2582,139265.6
2583,204773.94
2584,165658.06
2585,167025.5
2586,193911.2
2587,184223.89
2588,154692.11
2589,148979.77
2590,203834.05
2591,238798.45
2592,216109.75
2593,207332.64
2594,193653.22
2595,176246.94
2596,295786.2
2597,166642.53
2598,233810.58
2599,217798.9
2600,169706.1
2601,156971.8
2602,104304.81
2603,98976.13
2604,90716.27
2605,103715.32
2606,147862.98
2607,163641.61
2608,196011.27
2609,135337.11
2610,103501.79
2611,175163.47
2612,143821.67
2613,124597.805
2614,133293.17
2615,156481.1
2616,140405.12
2617,167367.36
2618,163256.75
2619,202978.19
2620,152328.27
2621,151023.1
2622,147077.23
2623,211507.02
2624,224726.3
2625,318981.62
2626,134472.94
2627,187363.03
2628,263283.47
2629,284791.62
2630,249785.08
2631,299632.94
2632,263886.78
2633,208242.6
2634,307740.6
2635,130474.19
2636,197888.56
2637,145958.42
2638,210335.52
2639,175420.9
2640,151798.94
2641,126640.46
2642,176776.34
2643,114264.555
2644,143420.77
2645,97093.7
2646,96251.336
2647,105505.445
2648,140962.05
2649,150938.86
2650,163766.52
2651,154215.31
2652,263170.75
2653,200716.0
2654,184683.19
2655,206344.39
2656,206541.06
2657,199863.33
2658,210382.27
2659,202271.33
2660,204488.25
2661,175439.64
2662,174654.03
2663,217872.45
2664,162850.12
2665,200521.42
2666,176797.42
2667,124747.016
2668,144582.44
2669,149151.22
2670,218361.48
2671,144582.44
2672,154120.03
2673,157850.44
2674,166579.61
2675,160291.27
2676,168264.23
2677,174703.02
2678,215487.2
2679,246601.58
2680,223728.73
2681,246561.83
2682,261229.11
2683,305531.88
2684,235604.83
2685,246136.6
2686,218385.86
2687,192903.58
2688,187341.4
2689,186734.05
2690,260168.98
2691,149655.6
2692,125061.61
2693,173418.53
2694,114818.484
2695,161269.83
2696,159446.62
2697,163851.03
2698,153466.19
2699,153194.34
2700,140710.62
2701,131256.95
2702,155323.92
2703,157822.6
2704,169839.19
2705,136502.69
2706,134166.78
2707,138510.22
2708,143918.12
2709,105105.945
2710,133264.7
2711,258292.58
2712,268393.84
2713,143332.58
2714,117117.92
2715,143472.34
2716,113658.55
2717,147044.97
2718,190358.03
2719,140877.52
2720,184218.44
2721,136267.0
2722,168394.11
2723,151295.7
2724,117789.77
2725,126292.63
2726,151462.0
2727,188584.19
2728,160252.9
2729,144922.03
2730,164705.02
2731,118617.76
2732,126102.36
2733,181677.98
2734,152178.84
2735,147013.7
2736,151457.67
2737,133734.88
2738,186713.92
2739,163616.48
2740,139785.2
2741,150307.97
2742,160437.17
2743,147105.42
2744,153931.28
2745,146866.56
2746,151279.25
2747,135124.7
2748,121949.56
2749,134816.42
2750,132081.06
2751,134042.98
2752,232446.6
2753,186767.36
2754,191415.53
2755,144156.6
2756,96724.305
2757,96786.49
2758,80467.1
2759,129252.07
2760,132254.38
2761,130223.695
2762,151426.62
2763,192363.1
2764,159286.73
2765,300602.9
2766,155979.3
2767,117599.86
2768,175737.55
2769,140496.75
2770,164483.84
2771,122398.84
2772,112259.734
2773,156207.64
2774,151851.78
2775,143718.7
2776,147930.81
2777,154746.4
2778,103895.89
2779,151538.73
2780,132483.86
2781,102756.88
2782,104347.89
2783,78353.11
2784,138707.7
2785,150203.66
2786,71113.016
2787,127342.164
2788,96854.27
2789,213406.11
2790,99364.75
2791,141144.6
2792,119699.81
2793,151129.86
2794,85023.68
2795,124265.414
2796,101314.305
2797,193871.45
2798,128408.75
2799,123810.47
2800,110457.67
2801,142728.98
2802,140050.08
2803,207918.94
2804,141631.36
2805,124671.26
2806,124561.805
2807,158270.84
2808,143951.2
2809,137681.44
2810,136870.16
2811,175177.66
2812,160072.22
2813,198912.38
2814,201677.1
2815,113385.51
2816,208983.28
2817,145634.03
2818,134778.12
2819,154864.97
2820,160290.81
2821,116342.67
2822,199908.5
2823,303416.25
2824,180908.95
2825,162466.5
2826,166879.5
2827,171563.48
2828,163822.28
2829,179734.4
2830,224932.36
2831,185094.9
2832,196795.5
2833,218817.39
2834,206011.89
2835,212807.38
2836,193812.84
2837,171309.9
2838,157965.64
2839,149341.52
2840,213776.42
2841,195056.5
2842,199078.62
2843,137737.78
2844,173796.19
2845,138758.25
2846,197119.52
2847,168697.1
2848,187773.2
2849,196716.14
2850,253913.73
2851,229149.45
2852,218498.97
2853,223603.75
2854,147778.25
2855,193228.92
2856,210997.31
2857,197328.3
2858,174050.95
2859,147623.88
2860,133947.53
2861,161285.67
2862,180781.5
2863,126199.445
2864,235007.67
2865,139342.11
2866,186155.11
2867,111588.56
2868,149096.6
2869,159165.11
2870,172650.2
2871,119675.734
2872,89574.79
2873,130458.63
2874,156000.86
2875,140694.39
2876,158670.73
2877,112930.75
2878,168773.53
2879,147812.5
2880,135844.14
2881,154856.55
2882,171918.73
2883,185729.7
2884,197526.36
2885,162377.6
2886,206231.66
2887,134024.45
2888,161083.69
2889,96361.914
2890,108758.15
2891,169063.34
2892,100341.77
2893,121248.9
2894,74466.336
2895,196546.8
2896,203517.81
2897,170540.52
2898,200434.61
2899,196447.67
2900,165446.19
2901,195983.6
2902,174421.83
2903,315231.7
2904,233232.44
2905,123899.65
2906,223460.7
2907,115470.98
2908,140663.12
2909,201865.3
2910,100841.77
2911,104304.81
2912,161441.56
2913,112243.9
2914,90716.27
2915,95733.28
2916,111520.69
2917,183949.84
2918,105932.22
2919,223672.42
